Step,bond_distance,Br2_-2_1_RKS_wB97M-V_def2-TZVPD,Br2_-2_1_UKS_wB97M-V_def2-TZVPD,Br2_0_1_RKS_wB97M-V_def2-TZVPD,Br2_0_1_UKS_wB97M-V_def2-TZVPD,Cl2_-2_1_RKS_wB97M-V_def2-TZVPD,Cl2_-2_1_UKS_wB97M-V_def2-TZVPD,Cl2_0_1_RKS_wB97M-V_def2-TZVPD,Cl2_0_1_UKS_wB97M-V_def2-TZVPD,F2_-2_1_RKS_wB97M-V_def2-TZVPD,F2_-2_1_UKS_wB97M-V_def2-TZVPD,F2_0_1_RKS_wB97M-V_def2-TZVPD,F2_0_1_UKS_wB97M-V_def2-TZVPD,H2_0_1_RKS_wB97M-V_def2-TZVPD,H2_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_-2_1_RKS_wB97M-V_def2-TZVPD,H_Br_-2_1_UKS_wB97M-V_def2-TZVPD,H_Br_0_1_RKS_wB97M-V_def2-TZVPD,H_Br_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_2_1_RKS_wB97M-V_def2-TZVPD,H_Br_2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_0_1_RKS_wB97M-V_def2-TZVPD,H_Cl_0_1_UKS_wB97M-V_def2-TZVPD,H_Cl_2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_2_1_UKS_wB97M-V_def2-TZVPD,H_F_-2_1_RKS_wB97M-V_def2-TZVPD,H_F_-2_1_UKS_wB97M-V_def2-TZVPD,H_F_0_1_RKS_wB97M-V_def2-TZVPD,H_F_0_1_UKS_wB97M-V_def2-TZVPD,H_F_2_1_RKS_wB97M-V_def2-TZVPD,H_F_2_1_UKS_wB97M-V_def2-TZVPD,H_I_-2_1_RKS_wB97M-V_def2-TZVPD,H_I_-2_1_UKS_wB97M-V_def2-TZVPD,H_I_0_1_RKS_wB97M-V_def2-TZVPD,H_I_0_1_UKS_wB97M-V_def2-TZVPD,H_I_2_1_RKS_wB97M-V_def2-TZVPD,H_I_2_1_UKS_wB97M-V_def2-TZVPD,I2_-2_1_RKS_wB97M-V_def2-TZVPD,I2_-2_1_UKS_wB97M-V_def2-TZVPD,I2_0_1_RKS_wB97M-V_def2-TZVPD,I2_0_1_UKS_wB97M-V_def2-TZVPD,K2_0_1_RKS_wB97M-V_def2-TZVPD,K2_0_1_UKS_wB97M-V_def2-TZVPD,K2_2_1_RKS_wB97M-V_def2-TZVPD,K2_2_1_UKS_wB97M-V_def2-TZVPD,K_Br_-2_1_RKS_wB97M-V_def2-TZVPD,K_Br_-2_1_UKS_wB97M-V_def2-TZVPD,K_Br_0_1_RKS_wB97M-V_def2-TZVPD,K_Br_0_1_UKS_wB97M-V_def2-TZVPD,K_Br_2_1_RKS_wB97M-V_def2-TZVPD,K_Br_2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_0_1_RKS_wB97M-V_def2-TZVPD,K_Cl_0_1_UKS_wB97M-V_def2-TZVPD,K_Cl_2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_2_1_UKS_wB97M-V_def2-TZVPD,K_F_-2_1_RKS_wB97M-V_def2-TZVPD,K_F_-2_1_UKS_wB97M-V_def2-TZVPD,K_F_0_1_RKS_wB97M-V_def2-TZVPD,K_F_0_1_UKS_wB97M-V_def2-TZVPD,K_F_2_1_RKS_wB97M-V_def2-TZVPD,K_F_2_1_UKS_wB97M-V_def2-TZVPD,K_I_-2_1_RKS_wB97M-V_def2-TZVPD,K_I_-2_1_UKS_wB97M-V_def2-TZVPD,K_I_0_1_RKS_wB97M-V_def2-TZVPD,K_I_0_1_UKS_wB97M-V_def2-TZVPD,K_I_2_1_RKS_wB97M-V_def2-TZVPD,K_I_2_1_UKS_wB97M-V_def2-TZVPD,Li2_0_1_RKS_wB97M-V_def2-TZVPD,Li2_0_1_UKS_wB97M-V_def2-TZVPD,Li2_2_1_RKS_wB97M-V_def2-TZVPD,Li2_2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_0_1_RKS_wB97M-V_def2-TZVPD,Li_Br_0_1_UKS_wB97M-V_def2-TZVPD,Li_Br_2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Li_F_-2_1_RKS_wB97M-V_def2-TZVPD,Li_F_-2_1_UKS_wB97M-V_def2-TZVPD,Li_F_0_1_RKS_wB97M-V_def2-TZVPD,Li_F_0_1_UKS_wB97M-V_def2-TZVPD,Li_F_2_1_RKS_wB97M-V_def2-TZVPD,Li_F_2_1_UKS_wB97M-V_def2-TZVPD,Li_I_-2_1_RKS_wB97M-V_def2-TZVPD,Li_I_-2_1_UKS_wB97M-V_def2-TZVPD,Li_I_0_1_RKS_wB97M-V_def2-TZVPD,Li_I_0_1_UKS_wB97M-V_def2-TZVPD,Li_I_2_1_RKS_wB97M-V_def2-TZVPD,Li_I_2_1_UKS_wB97M-V_def2-TZVPD,Na2_0_1_RKS_wB97M-V_def2-TZVPD,Na2_0_1_UKS_wB97M-V_def2-TZVPD,Na2_2_1_RKS_wB97M-V_def2-TZVPD,Na2_2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_0_1_RKS_wB97M-V_def2-TZVPD,Na_Br_0_1_UKS_wB97M-V_def2-TZVPD,Na_Br_2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Na_F_-2_1_RKS_wB97M-V_def2-TZVPD,Na_F_-2_1_UKS_wB97M-V_def2-TZVPD,Na_F_0_1_RKS_wB97M-V_def2-TZVPD,Na_F_0_1_UKS_wB97M-V_def2-TZVPD,Na_F_2_1_RKS_wB97M-V_def2-TZVPD,Na_F_2_1_UKS_wB97M-V_def2-TZVPD,Na_I_-2_1_RKS_wB97M-V_def2-TZVPD,Na_I_-2_1_UKS_wB97M-V_def2-TZVPD,Na_I_0_1_RKS_wB97M-V_def2-TZVPD,Na_I_0_1_UKS_wB97M-V_def2-TZVPD,Na_I_2_1_RKS_wB97M-V_def2-TZVPD,Na_I_2_1_UKS_wB97M-V_def2-TZVPD
33,4.75675676,-5148.0859982,-5148.08599819,-5147.83987014,-5147.93700387,-920.41480421,-920.41480421,-920.14051997,-920.25219081,-199.63066005,-199.63066004,-199.29333553,-199.49271847,-0.8450239,-0.98828149,-2574.49059356,-2574.49059356,-2574.34691999,-2574.46267549,-2573.3623536,-2573.36235377,-460.65284883,-460.65284883,-460.5022987,-460.6203259,-459.47139179,-459.47138138,-100.25836751,-100.25836751,-100.09929326,-100.24054079,-98.86944961,-98.95322104,-298.18348872,-298.18348872,-298.05031742,-298.1594536,-297.11808226,-297.15977849,-595.46372943,-595.46372928,-595.25780391,-595.33099612,-1199.77321176,-1199.77321176,-1199.338586626909,-1199.338586627217,-3173.91248589,-3173.91248588,-3173.936140153643,-3173.93614015,-3173.08028944,-3173.08028944,-1060.07780784,-1060.07780784,-1060.100079168417,-1060.100079168383,-1059.19098244,-1059.19098244,-699.68771862,-699.68771923,-699.70838017,-699.70838017,-698.59429753,-698.59429753,-897.60007429,-897.60007438,-897.6257333,-897.62573323,-896.83329894,-896.83329894,-14.94067629,-14.94067629,-14.44048768,-14.44048768,-2581.48471773,-2581.48471773,-2581.48919562,-2581.48919561,-2580.63823303,-2580.63823303,-467.64938839,-467.6493884,-467.6525766,-467.6525766,-466.74727865,-466.79533349,-107.25822499,-107.25822499,-107.26090395,-107.26087557,-106.1453085,-106.22908104,-305.17360515,-305.17360515195,-305.17992971,-305.17992971,-304.39381463,-304.4354974,-324.453358801776,-324.518103729699,-324.02636488,-324.026364877769,-2736.28953418,-2736.28953418,-2736.28164683,-2736.28164683,-2735.43121204,-2735.4787113,-622.45401005,-622.45401005,-622.44517234,-622.44517234,-621.54023217,-621.54023215,-262.06200552,-262.06200551,-262.05340594,-262.05340611,-260.93820289,-260.93820289,-459.97796225,-459.97796225,-459.97208399,-459.97208399,-459.18679315,-459.18679349
34,4.65540541,-5148.08427399,-5148.08427398,-5147.8426935,-5147.93710349,-920.41298026,-920.41298026,-920.14280362,-920.2522641,-199.62845025,-199.62845025,-199.29474322,-199.49269662,-0.84670818,-0.98828042,-2574.48897166,-2574.48897166,-2574.34897776,-2574.46268902,-2573.36020016,-2573.40384606,-460.65106609,-460.65106609,-460.50419108,-460.6203385,-459.46916089,-459.51722174,-100.25629134,-100.25629134,-100.10088999,-100.24054315,-98.86707868,-98.95085138,-298.1820988,-298.1820988,-298.05266371,-298.15944526,-297.1161208,-297.15782781,-595.46210182,-595.46210164,-595.26154621,-595.33118458,-1199.77456836,-1199.77456836,-1199.33625304313,-1199.33625304337,-3173.9123257,-3173.91232569,-3173.938961427422,-3173.93896143,-3173.0777244,-3173.0777244,-1060.07763821,-1060.0776382,-1060.10283386097,-1060.102833861081,-1059.18844507,-1059.18844507,-699.68754534,-699.68754595,-699.71097494,-699.71097494,-698.59196544,-698.59196544,-897.59988123,-897.59988132,-897.62859531,-897.62859514,-896.83066062,-896.83066062,-14.94254023,-14.94254023,-14.43806892,-14.43806892,-2581.48385967,-2581.48385967,-2581.49211303,-2581.49211303,-2580.63607636,-2580.63607636,-467.64849657,-467.64849657,-467.65537954,-467.65537954,-466.74504058,-466.79309726,-107.25731179,-107.25731179,-107.26348491,-107.26348961,-106.14296567,-106.22673903,-305.17277789,-305.172777891608,-305.18300515,-305.18300515,-304.39179399,-304.43348098,-324.451726088299,-324.518796936943,-324.02395886,-324.023958857651,-2736.28947228,-2736.28947228,-2736.28453213,-2736.28453213,-2735.42906127,-2735.47656299,-622.45391729,-622.45391729,-622.44797407,-622.44797407,-621.53801385,-621.53801386,-262.06179952,-262.06179952,-262.0559887,-262.05598874,-260.93585489,-260.93585489,-459.97788657,-459.97788657,-459.97509365,-459.97509387,-459.1847671,-459.22645048
35,4.55405405,-5148.08246545,-5148.08246545,-5147.84577033,-5147.93720386,-920.41108623,-920.41108623,-920.14529893,-920.25235314,-199.62616549,-199.62616544,-199.29623817,-199.49267752,-0.8485084,-0.98828084,-2574.48729932,-2574.48729932,-2574.35119595,-2574.46270443,-2573.35796946,-2573.40134659,-460.64922637,-460.64922637,-460.50622757,-460.6203547,-459.46684327,-459.51490665,-100.25414284,-100.25414284,-100.102584,-100.24054804,-98.86460374,-98.94838367,-298.18066633,-298.18066633,-298.05519789,-298.15943129,-297.11412264,-297.15584329,-595.46040769,-595.46040749,-595.265614,-595.33143867,-1199.7758647,-1199.7758647,-1199.333823744854,-1199.333823745065,-3173.91221186,-3173.91221185,-3173.941889588255,-3173.94188959,-3173.07503092,-3173.07503092,-1060.07753031,-1060.07753031,-1060.105712157004,-1060.105712156967,-1059.1857914,-1059.1857914,-699.68743775,-699.68743842,-699.71368943,-699.71368943,-698.58953501,-698.58953501,-897.59972824,-897.59972826,-897.63154518,-897.63154523,-896.82788696,-896.82788696,-14.94446252,-14.94446252,-14.43554262,-14.43554262,-2581.4830337,-2581.48303369,-2581.49517816,-2581.49517816,-2580.63384696,-2580.63384696,-467.64764,-467.64764,-467.65832647,-467.65832647,-466.74272063,-466.79077941,-107.25640317,-107.25640317,-107.26617045,-107.26617097,-106.14048447,-106.22426083,-305.17197184,-305.171971836168,-305.18622289,-305.18622281,-304.38970953,-304.43140017,-324.449971491675,-324.519606224421,-324.02144855,-324.021448544721,-2736.28949956,-2736.28949955,-2736.28755852,-2736.28755851,-2735.42683539,-2735.47434061,-622.45390183,-622.45390182,-622.45090462,-622.45090462,-621.53569954,-621.53569958,-262.06168181,-262.06168181,-262.05871117,-262.05871117,-260.93342705,-260.93342705,-459.97790699,-459.97790699,-459.97825063,-459.97825087,-459.18269273,-459.22438039
36,4.4527027,-5148.08055686,-5148.08055685,-5147.84911198,-5147.93729441,-920.40911015,-920.40911015,-920.14800572,-920.25242715,-199.62380305,-199.62380295,-199.29783226,-199.49266385,-0.85043194,-0.98828302,-2574.48557101,-2574.48557101,-2574.35358826,-2574.46271251,-2573.35565854,-2573.39874001,-460.6473221,-460.64732211,-460.5084198,-460.62036974,-459.46443448,-459.5125005,-100.25192268,-100.25192268,-100.10438804,-100.24055888,-98.86202154,-98.94580286,-298.17918558,-298.17918558,-298.05793202,-298.15941096,-297.11209631,-297.15383432,-595.45863911,-595.45863908,-595.27003328,-595.33176567,-1199.77707719,-1199.77707719,-1199.331290203043,-1199.331290203327,-3173.91214896,-3173.91214896,-3173.944921236925,-3173.94492158,-3173.07219876,-3173.07219876,-1060.07747995,-1060.07747995,-1060.108710893741,-1060.108710893616,-1059.18300933,-1059.18300933,-699.68742156,-699.6874222,-699.71654792,-699.71654792,-698.5870299,-698.5870299,-897.59965622,-897.59965622,-897.63462302,-897.63462306,-896.82500835,-896.82500835,-14.9464456,-14.9464456,-14.43290136,-14.43290136,-2581.48224268,-2581.48224268,-2581.49839426,-2581.49839426,-2580.63153569,-2580.63153569,-467.6468265,-467.6468265,-467.66142884,-467.66142884,-466.74032017,-466.78838133,-107.2555163,-107.2555163,-107.26897593,-107.2689762,-106.13787839,-106.22165766,-305.1711764,-305.171176436424,-305.18957659,-305.1895765,-304.38754535,-304.42923967,-324.448086876284,-324.520560851836,-324.01882496,-324.018824961904,-2736.28963271,-2736.28963271,-2736.29073678,-2736.29073678,-2735.42453808,-2735.4720475,-622.45398517,-622.45398517,-622.45398233,-622.45398233,-621.5332994,-621.53329968,-262.06163104,-262.06163104,-262.06155236,-262.06155236,-260.93086877,-260.93086877,-459.97802072,-459.97802072,-459.98154477,-459.9815447,-459.18055534,-459.22224676
37,4.35135135,-5148.07854978,-5148.07854977,-5147.85274825,-5147.93739077,-920.4070227,-920.4070227,-920.15093512,-920.25246992,-199.62135707,-199.62135691,-199.29953671,-199.49265712,-0.85248802,-0.98828636,-2574.48378391,-2574.48378391,-2574.35616784,-2574.46270462,-2573.35326523,-2573.39602,-460.64534729,-460.64534729,-460.51078239,-460.62037609,-459.46192947,-459.50999844,-100.24963599,-100.24963599,-100.10631584,-100.24057843,-98.8593274,-98.94311119,-298.17765466,-298.17765466,-298.06088321,-298.15937962,-297.1100541,-297.15181408,-595.45678366,-595.45678364,-595.27484121,-595.33218435,-1199.77818559,-1199.77818559,-1199.328645544139,-1199.328645544416,-3173.91217609,-3173.91217608,-3173.948092875516,-3173.94809282,-3173.06924893,-3173.06924893,-1060.077506,-1060.07750599,-1060.111841183115,-1060.111841183033,-1059.18010001,-1059.18010001,-699.6874847,-699.68748544,-699.71953482,-699.71953482,-698.58441449,-698.58441449,-897.59964359,-897.59964358,-897.63780752,-897.63780747,-896.82199295,-896.82199295,-14.94849127,-14.94849127,-14.43013721,-14.43013721,-2581.48148474,-2581.48148474,-2581.50176,-2581.50176,-2580.62912822,-2580.62912822,-467.64605419,-467.64605419,-467.66468658,-467.66468658,-466.73782196,-466.78588607,-107.25468944,-107.25468944,-107.27193759,-107.27193765,-106.13518508,-106.21896675,-305.17039681,-305.170396757428,-305.19307862,-305.19307852,-304.38530517,-304.42700379,-324.44606386064,-324.521739560662,-324.01607894,-324.016078942626,-2736.28987665,-2736.28987665,-2736.29406307,-2736.29406307,-2735.42215627,-2735.46967018,-622.454182,-622.454182,-622.45721601,-622.45721601,-621.53081353,-621.57887583,-262.0616486,-262.0616486,-262.06451379,-262.06451379,-260.9281702,-260.9281702,-459.97821854,-459.97821854,-459.98495941,-459.98495936,-459.17833147,-459.22002659
38,4.25,-5148.07648005,-5148.07648004,-5147.8567309,-5147.93751695,-920.40482752,-920.40482752,-920.15411834,-920.25249731,-199.6188444,-199.61884424,-199.30136259,-199.49266048,-0.85468757,-0.98828957,-2574.48192688,-2574.48192688,-2574.35895034,-2574.46267852,-2573.35078727,-2573.39318031,-460.64330205,-460.64330206,-460.51333209,-460.62036664,-459.45932272,-459.507395,-100.24727462,-100.24727462,-100.10837941,-100.24060744,-98.85651351,-98.94030269,-298.17607254,-298.17607254,-298.06406916,-298.15933527,-297.10801322,-297.1498011,-595.45480661,-595.45480671,-595.28005439,-595.3327309,-1199.77916735,-1199.77916735,-1199.325886578772,-1199.325886579099,-3173.9122805,-3173.91228049,-3173.951395631808,-3173.95139559,-3173.06615925,-3173.06615928,-1060.07761906,-1060.07761905,-1060.115110486605,-1060.11511048648,-1059.1770518,-1059.1770518,-699.68762367,-699.68762434,-699.72264799,-699.72264799,-698.58165542,-698.58165542,-897.59966128,-897.59966128,-897.64105696,-897.64105689,-896.81881203,-896.81881203,-14.95059816,-14.95059815,-14.42724171,-14.42724171,-2581.4807667,-2581.4807667,-2581.50528858,-2581.50528858,-2580.62662565,-2580.62662565,-467.64532456,-467.64532456,-467.66810115,-467.66810115,-466.73520824,-466.7832761,-107.25394827,-107.25394827,-107.27508538,-107.27508537,-106.13240817,-106.21619238,-305.16965652,-305.169656671885,-305.19675268,-305.19675263,-304.38300844,-304.42471169,-324.443895723396,-324.52348664343,-324.01320366,-324.013203656243,-2736.29023067,-2736.29023067,-2736.29752945,-2736.29752976,-2735.41967114,-2735.46719026,-622.45449926,-622.45449926,-622.46060277,-622.46060277,-621.52822373,-621.57628943,-262.06177579,-262.06177579,-262.06763053,-262.06763053,-260.92536144,-260.92536144,-459.97852162,-459.97852162,-459.98850524,-459.98850519,-459.17602923,-459.21772784
39,4.14864865,-5148.07435514,-5148.07435514,-5147.86111167,-5147.93772947,-920.4025446,-920.4025446,-920.15760453,-920.2525301,-199.61625855,-199.61625844,-199.30332736,-199.49267889,-0.85705073,-0.98829092,-2574.47999879,-2574.47999879,-2574.36195634,-2574.46263732,-2573.34822441,-2573.39021348,-460.64118081,-460.64118081,-460.51608657,-460.62034015,-459.45660861,-459.50468465,-100.2448257,-100.2448257,-100.11059122,-100.24064528,-98.85357042,-98.93736182,-298.17442891,-298.17442891,-298.06751056,-298.15927954,-297.1059978,-297.14782067,-595.45268503,-595.45268524,-595.2857015,-595.33342896,-1199.77999143,-1199.77999143,-1199.323004209782,-1199.323004210027,-3173.91244247,-3173.91244246,-3173.954802623189,-3173.95480259,-3173.06289767,-3173.0628977,-1060.07780853,-1060.07780853,-1060.11851586521,-1060.118515865019,-1059.17385171,-1059.17385171,-699.68787236,-699.68787245,-699.72592488,-699.72592488,-698.57878323,-698.57878323,-897.59974258,-897.59974257,-897.64439348,-897.64439339,-896.81547923,-896.81547923,-14.95276258,-14.95276258,-14.4242053,-14.4242053,-2581.4801073,-2581.4801073,-2581.5089993,-2581.5089993,-2580.62403734,-2580.62403734,-467.64464884,-467.64464884,-467.67168844,-467.67168844,-466.73248267,-466.78055492,-107.25326927,-107.25326927,-107.2783876,-107.27838759,-106.12948904,-106.21327576,-305.16895578,-305.168955746001,-305.20060053,-305.2006005,-304.38065468,-304.42236218,-324.441576098347,-324.525576671506,-324.01019191,-324.010191908248,-2736.29071702,-2736.29071702,-2736.3011478,-2736.30114775,-2735.41708282,-2735.46460797,-622.454943,-622.454943,-622.46414244,-622.46414244,-621.52551484,-621.57358483,-262.06204171,-262.06204171,-262.07093678,-262.07093678,-260.92245715,-260.92245715,-459.97897067,-459.97897095,-459.99221505,-459.99221513,-459.17367868,-459.21538066
40,4.0472973,-5148.07214642,-5148.07214642,-5147.8659244,-5147.93800904,-920.40019877,-920.40019877,-920.16145282,-920.25260363,-199.61360168,-199.61360164,-199.30545162,-199.4927175,-0.85958605,-0.98828849,-2574.4780031,-2574.47800309,-2574.36521107,-2574.4625831,-2573.34557777,-2573.38711341,-460.63898241,-460.63898241,-460.5190661,-460.62030241,-459.45378209,-459.50186246,-100.2422784,-100.2422784,-100.11296413,-100.24069028,-98.85048788,-98.93428279,-298.17271441,-298.17271441,-298.07122753,-298.15920811,-297.10403798,-297.14590345,-595.45038653,-595.45038686,-595.29182003,-595.33431561,-1199.78062475,-1199.78062475,-1199.319987078915,-1199.319987091272,-3173.91269038,-3173.91269038,-3173.958330044442,-3173.95833001,-3173.05947868,-3173.05947872,-1060.07808437,-1060.07808436,-1060.122061720327,-1060.122061720237,-1059.17049013,-1059.17049013,-699.68824485,-699.68824487,-699.72937423,-699.72937422,-698.57580314,-698.57580314,-897.59989664,-897.59989664,-897.64782821,-897.6478281,-896.81200539,-896.81200539,-14.95498059,-14.95498059,-14.42101711,-14.42101711,-2581.47950961,-2581.47950961,-2581.51289578,-2581.51289577,-2580.62135669,-2580.62135669,-467.64404493,-467.64404493,-467.67546698,-467.67546698,-466.72965395,-466.77773115,-107.25263071,-107.25263071,-107.28182974,-107.28182974,-106.12638446,-106.21017523,-305.1682799,-305.168279852447,-305.2046084,-305.20460852,-304.37822435,-304.41993636,-324.4390951322,-324.527698760188,-324.00703164,-324.007031644296,-2736.29136993,-2736.29136992,-2736.30494076,-2736.30494072,-2735.41441036,-2735.46194151,-622.45554415,-622.45554415,-622.46785405,-622.46785406,-621.52269704,-621.57077205,-262.06242439,-262.06242446,-262.07439766,-262.07439765,-260.91940184,-260.91940184,-459.97955452,-459.97955452,-459.99606847,-459.99606857,-459.17125934,-459.21296475
41,3.94594595,-5148.06979117,-5148.06979116,-5147.8711792,-5147.93835277,-920.3978032,-920.3978032,-920.1657155,-920.25274485,-199.61087548,-199.61087547,-199.3077612,-199.49278034,-0.86229329,-0.98828017,-2574.47593903,-2574.47593902,-2574.36874121,-2574.46252167,-2573.34285077,-2573.38387436,-460.63671156,-460.63671156,-460.52229539,-460.62025502,-459.45083942,-459.49892484,-100.23962162,-100.23962162,-100.11551411,-100.24073922,-98.84725408,-98.93105465,-298.17091861,-298.17091861,-298.07524182,-298.15911598,-297.10217184,-297.14408768,-595.44784092,-595.4478409,-595.29841697,-595.33543707,-1199.78103165,-1199.78103161,-1199.316827932397,-1199.316827948214,-3173.91304203,-3173.91304194,-3173.96199341189,-3173.96199338,-3173.05590786,-3173.05590791,-1060.07846779,-1060.07846778,-1060.125756381142,-1060.125756380964,-1059.16696871,-1059.16696871,-699.68872761,-699.68872762,-699.73297485,-699.73297485,-698.57265571,-698.57265571,-897.6000577,-897.6000577,-897.65128998,-897.65128989,-896.80832918,-896.80832918,-14.95724832,-14.95724832,-14.41766527,-14.41766527,-2581.47897209,-2581.47897208,-2581.51697674,-2581.51697674,-2580.61857006,-2580.61857006,-467.64352148,-467.64352148,-467.67944656,-467.67944656,-466.72671504,-466.77479804,-107.25206259,-107.25206259,-107.28543753,-107.28543753,-106.12311239,-106.206908,-305.16761958,-305.167619242768,-305.20876487,-305.20876501,-304.37569884,-304.41741653,-324.436442149772,-324.529813083832,-324.00370948,-324.003709482935,-2736.29218641,-2736.29218641,-2736.30890093,-2736.30890088,-2735.41163653,-2735.45917342,-622.45632421,-622.45632421,-622.47174908,-622.47174909,-621.51976949,-621.56785056,-262.06292562,-262.06292573,-262.07801465,-262.07801465,-260.91615981,-260.91615981,-459.980254,-459.980254,-460.00003179,-460.0000317,-459.16873524,-459.21044422
42,3.84459459,-5148.06726379,-5148.06726378,-5147.87692627,-5147.93879054,-920.39530339,-920.39530339,-920.17041914,-920.25293983,-199.60807576,-199.60807576,-199.31028262,-199.49286794,-0.86518366,-0.98826422,-2574.47380234,-2574.47380234,-2574.37257252,-2574.46244855,-2573.3400498,-2573.38049159,-460.63436721,-460.63436721,-460.52580142,-460.62020169,-459.44777726,-459.49586859,-100.23683997,-100.23683997,-100.11825985,-100.24078769,-98.84385521,-98.9276591,-298.16903386,-298.16903386,-298.07957724,-298.15900217,-297.10044083,-297.1424133,-595.44500331,-595.44500331,-595.30551659,-595.33685437,-1199.78117453,-1199.78117448,-1199.31352051122,-1199.313520527724,-3173.91344202,-3173.91344188,-3173.965740543707,-3173.96574051,-3173.05212555,-3173.05212572,-1060.0789442,-1060.0789442,-1060.129583520172,-1060.129583520098,-1059.16325975,-1059.16325975,-699.68934505,-699.68934506,-699.73675627,-699.73675627,-698.56935071,-698.56935071,-897.60023222,-897.60023222,-897.65476899,-897.65476889,-896.80446907,-896.80446968,-14.95955542,-14.95955542,-14.41413713,-14.41413713,-2581.47849718,-2581.47849718,-2581.52123956,-2581.52123956,-2580.61566262,-2580.61566262,-467.64307336,-467.64307336,-467.68362393,-467.68362393,-466.72363951,-466.7717295,-107.25162811,-107.25162811,-107.28927297,-107.28927297,-106.11972079,-106.20352021,-305.1670058,-305.167005809149,-305.21309784,-305.21309798,-304.37310625,-304.41483065,-324.433609878258,,-324.00021568,-324.00021568446,-2736.29315846,-2736.29315842,-2736.313009,-2736.31300895,-2735.40873401,-2735.45627697,-622.45727878,-622.45727878,-622.47582097,-622.47582097,-621.51671017,-621.56479851,-262.06359649,-262.06359684,-262.08183409,-262.08183408,-260.91277113,-260.91277113,-459.98109953,-459.98109954,-460.00411811,-460.004118,-459.16612755,-459.20784059
43,3.74324324,-5148.06454896,-5148.0645488,-5147.88323183,-5147.93940805,-920.39264788,-920.39264788,-920.17559324,-920.25318186,-199.60517329,-199.60517329,-199.31303981,-199.49299008,-0.86827199,-0.98823968,-2574.47157481,-2574.4715748,-2574.37672734,-2574.4623557,-2573.33718563,-2573.37696148,-460.63194202,-460.63194202,-460.52961097,-460.62013632,-459.44459343,-459.49269173,-100.23392537,-100.23392537,-100.12121929,-100.24083321,-98.84027504,-98.92408326,-298.16704265,-298.16704265,-298.08426412,-298.15886484,-297.09888765,-297.14092166,-595.44178846,-595.44178846,-595.31313347,-595.33864769,-1199.78100485,-1199.78100487,-1199.310045429806,-1199.310045417045,-3173.91389072,-3173.91389059,-3173.969559216574,-3173.9695591,-3173.04815013,-3173.04815011,-1060.07950425,-1060.07950424,-1060.133536741064,-1060.133536741353,-1059.15934836,-1059.15934836,-699.69012646,-699.69012646,-699.7407518,-699.7407518,-698.56591174,-698.56591174,-897.60042778,-897.60042777,-897.65826297,-897.65826285,-896.80043942,-896.80044013,-14.96188675,-14.96188675,-14.41041885,-14.41041885,-2581.47811488,-2581.47811488,-2581.52570957,-2581.52570947,-2580.61265086,-2580.61265086,-467.64271402,-467.64271402,-467.68800823,-467.68800823,-466.7204199,-466.76851727,-107.25133862,-107.25133862,-107.29334708,-107.29334708,-106.11618814,-106.19999123,-305.16646257,-305.166462571588,-305.21762334,-305.21762304,-304.37046862,-304.41219995,-324.430590076497,,-323.99653834,-323.996538338224,-2736.29431771,-2736.29431763,-2736.31727621,-2736.31727616,-2735.40571268,-2735.45326082,-622.4584159,-622.45841592,-622.48007014,-622.48007014,-621.51350572,-621.56160195,-262.06446937,-262.06446937,-262.08587848,-262.08587848,-260.90924872,-260.90924872,-459.98212223,-459.98212223,-460.00834483,-460.00834468,-459.16345648,-459.20517368
